frame_nr;sampler_ratio;original_size;encoded_size;encoding_time
880;60;2204055;180203;23
881;60;2204400;181708;16
882;60;2220585;180907;19
883;60;2218290;180444;16
884;60;2220825;181800;17
885;60;2220555;169603;16
886;60;2212545;180753;16
887;60;2215905;180349;16
888;60;2212680;180589;17
889;60;2216355;179090;17
890;60;2209230;168891;16
891;60;2203560;181438;17
892;60;2203935;180265;19
893;60;2194035;167651;16
894;60;2192895;179307;17
895;60;2175825;164988;16
896;60;2166225;176544;17
897;60;2163645;177328;16
898;60;2174535;177559;17
899;60;2167740;177404;16
900;60;2166045;177107;17
901;60;2164650;176445;16
902;60;2156430;176451;16
903;60;2174910;177712;16
904;60;2160900;177427;17
905;60;2174970;178309;16
906;60;2181375;177411;18
907;60;2172255;178501;17
908;60;2165175;177944;16
909;60;2132835;175453;15
910;60;2125140;175299;16
911;60;2114250;172176;17
912;60;2115570;172370;15
913;60;2110455;171573;16
914;60;2112735;172747;16
915;60;2125365;173062;17
916;60;2134215;174427;16
917;60;2147145;175668;17
918;60;2144175;174269;15
919;60;2134095;173993;15
920;60;2126775;172921;15
921;60;2135025;171167;16
922;60;2133060;173599;17
923;60;2150565;174449;16
924;60;2160510;176243;16
925;60;2173740;179074;16
926;60;2186175;179724;17
927;60;2182515;179082;16
928;60;2181255;179382;16
929;60;2193990;179374;17
930;60;2220615;181303;16
931;60;2237250;182929;17
932;60;2238525;182816;17
933;60;2222745;185193;17
934;60;2196810;180886;16
935;60;2213895;184514;16
936;60;2209185;183808;16
937;60;2199780;183748;17
938;60;2200650;182571;18
939;60;2197710;182518;17
940;60;2197710;183909;16
941;60;2195790;182255;18
942;60;2199570;182474;16
943;60;2196540;183377;17
944;60;2192580;181774;16
945;60;2202720;182149;16
946;60;2193420;181187;16
947;60;2204925;184161;16
948;60;2190315;182051;17
949;60;2189865;183797;17
950;60;2186400;183520;18
951;60;2181555;183127;17
952;60;2208270;183296;17
953;60;2203530;182964;17
954;60;2191830;182939;17
955;60;2203845;184858;22
956;60;2188830;183123;19
957;60;2199270;171745;16
958;60;2197890;185905;18
959;60;2202450;183721;19
960;60;2203005;184304;18
961;60;2188620;182927;19
962;60;2194755;183340;17
963;60;2202300;181842;16
964;60;2179215;180078;16
965;60;2190195;181154;16
966;60;2236545;186287;16
967;60;2262450;188768;17
968;60;2267220;189122;17
969;60;2275530;189413;19
970;60;2279385;187977;17
971;60;2279910;189557;16
972;60;2271705;189691;18
973;60;2270970;188442;19
974;60;2281335;189322;17
975;60;2280540;190510;17
976;60;2283750;190328;17
977;60;2284530;190338;16
978;60;2286045;191366;16
979;60;2280660;190269;17
980;60;2269620;177441;18
981;60;2265000;187984;17
982;60;2258835;189483;17
983;60;2250645;186871;17
984;60;2244030;187480;17
985;60;2245335;187135;17
986;60;2250465;188649;19
987;60;2261190;188374;17
988;60;2241585;187846;17
989;60;2261880;189416;17
990;60;2253000;188843;20
991;60;2251680;188480;17
992;60;2241900;187695;16
993;60;2234370;185918;17
994;60;2227815;185180;17
995;60;2230935;185358;17
996;60;2224170;185212;17
997;60;2216415;184224;18
998;60;2214660;184999;17
999;60;2210250;185838;17
1000;60;2211525;184317;19
1001;60;2214945;172427;16
1002;60;2203170;183528;20
1003;60;2199615;185131;17
1004;60;2199720;182541;17
1005;60;2206545;184431;17
1006;60;2204850;184013;17
1007;60;2211360;184400;16
1008;60;2201205;182408;16
1009;60;2173245;179640;17
1010;60;2180550;180703;16
1011;60;2164560;179169;16
1012;60;2169585;180077;16
1013;60;2180595;180085;17
1014;60;2195970;182633;16
1015;60;2197650;182041;16
1016;60;2186145;181620;16
1017;60;2179410;180115;17
1018;60;2165535;179624;17
1019;60;2161020;178957;17
1020;60;2177700;180226;16
1021;60;2186925;182865;18
1022;60;2195010;181638;17
1023;60;2196540;181522;16
1024;60;2210595;181345;17
1025;60;2199555;180299;16
1026;60;2207460;181551;16
1027;60;2210385;181068;17
1028;60;2194500;179723;17
1029;60;2204685;182987;16
1030;60;2197590;181778;16
1031;60;2195790;181268;16
1032;60;2196480;182773;17
1033;60;2193975;183149;17
1034;60;2203350;183663;17
1035;60;2194875;181923;17
1036;60;2184585;183090;17
1037;60;2182365;183970;16
1038;60;2188050;182573;17
1039;60;2189580;182692;16
1040;60;2192775;181926;17
1041;60;2170995;180261;16
1042;60;2152095;176645;16
1043;60;2151405;175423;16
1044;60;2143695;173860;16
1045;60;2104080;168835;20
1046;60;2097225;167318;16
1047;60;2089245;167168;14
1048;60;2084475;165870;17
1049;60;2070480;163912;15
1050;60;2065095;164068;15
1051;60;2073870;163832;15
1052;60;2081325;164873;14
1053;60;2083095;166390;17
1054;60;2088540;165997;17
1055;60;2082705;164543;16
1056;60;2078625;165807;15
1057;60;2087295;166035;15
